EJERCICIO;CENTRO GESTOR;FUNCIONAL;ECONOMICA;FINANCIACION;ITEM;DESCRIPCION;IMPORTE
2021;07001;000X;4;;;TRANSFERENCIAS CORRIENTES;249750
2021;07001;000X;42;;;A la Seguridad Social;249750
2021;07001;000X;420/07001;;;Aportación del Estado al Presupuesto de la Seguridad Social para dar cumplimiento a lo dispuesto en la disposición adicional tercera del Real Decreto Legislativo 8/2015, de 30 de octubre (Pensiones extraordinarias del personal de las Fuerzas Armadas y Fuerzas y Cuerpos de Seguridad del Estado);249750
2021;09001;000X;4;;;TRANSFERENCIAS CORRIENTES;98901190
2021;09001;000X;41;;;A Organismos Autónomos;98901190
2021;09001;000X;411/09001;;;"Aportación del Estado  a la Mutualidad General  de Funcionarios Civiles del Estado,  al Instituto Social de las Fuerzas Armadas y a la Mutualidad General Judicial, al amparo de las siguientes Disposiciones: artículo 30.3 del Real Decreto Legislativo 1/2000,  de 9 de junio;  artículo 24 y Disposición Adicional 3ª.3 del Real Decreto Legislativo 3/2000, de 23 de junio y  artículo 35.3 del Real Decreto Legislativo  4/2000, de 23 de junio, incluidas obligaciones de ejercicios anteriores";98901190
2021;12003;000X;4;;;TRANSFERENCIAS CORRIENTES;298910620
2021;12003;000X;43;;;A otras entidades del Sector Público Administrativo Estatal con presupuesto limitativo;298910620
2021;12003;000X;430/12003;;;A la Agencia Española de Cooperación Internacional para el Desarrollo, para atender los gastos derivados de proyectos de Ayuda Oficial al Desarrollo, incluidos los propuestos o a ejecutar por Organizaciones No Gubernamentales, con destino a países en vías de desarrrollo.;201109080
2021;12003;000X;431/12003;;;A la Agencia Española de Cooperación Internacional para el Desarrollo, para actividades de interés general consideradas de interés social reguladas por el artículo 2 del Real Decreto-ley 7/2013, de 28 de junio;24955970
2021;12003;000X;432;;;A la Agencia Española de Cooperación Internacional para el Desarrollo, para actividades de interés general consideradas de interés social procedentes del Impuesto sobre Sociedades;6601020
2021;12003;000X;437/12003;;;Al Instituto Cervantes;66244550
2021;12003;000X;7;;;TRANSFERENCIAS DE CAPITAL;15269720
2021;12003;000X;73;;;A otras entidades del Sector Público Administrativo Estatal con presupuesto limitativo;15269720
2021;12003;000X;730/12003;;;A la Agencia Española de Cooperación Internacional para el Desarrollo, para atender los gastos derivados de proyectos de Ayuda Oficial al Desarrollo, incluidos los propuestos o a ejecutar por Organizaciones No Gubernamentales, con destino a países en vías desarrollo.;11070250
2021;12003;000X;737/12003;;;Al Instituto Cervantes;4199470
2021;12050;000X;7;;;TRANSFERENCIAS DE CAPITAL;49003340
2021;12050;000X;73;;;A otras entidades del Sector Público Administrativo Estatal con presupuesto limitativo;49003340
2021;12050;000X;730/12050;;;A la Agencia Española de Cooperación Internacional para el Desarrollo. Mecanismo de Recuperación y Resiliencia;1300000
2021;12050;000X;737/12050;;;Al Instituto Cervantes. Mecanismo de Recuperación y Resiliencia;47703340
2021;13002;000X;4;;;TRANSFERENCIAS CORRIENTES;8544250
2021;13002;000X;41;;;A Organismos Autónomos;8544250
2021;13002;000X;411/13002;;;Al Centro de Estudios Jurídicos de la Administración de Justicia;8544250
2021;13002;000X;7;;;TRANSFERENCIAS DE CAPITAL;711460
2021;13002;000X;71;;;A Organismos Autónomos;711460
2021;13002;000X;711/13002;;;Al Centro de Estudios Jurídicos de la Administración de Justicia;711460
2021;13050;000X;4;;;TRANSFERENCIAS CORRIENTES;566700
2021;13050;000X;41;;;A Organismos Autónomos;566700
2021;13050;000X;411/13050;;;Al Centro de Estudios Jurídicos de la Administración de Justicia. Mecanismo de Recuperación y Resiliencia;566700
2021;13301;000X;4;;;TRANSFERENCIAS CORRIENTES;454520
2021;13301;000X;40;;;A la Administración del Estado;454520
2021;13301;000X;402;;;Al Estado, para compensar gastos de gestión centralizada;454520
2021;14001;000X;4;;;TRANSFERENCIAS CORRIENTES;258215230
2021;14001;000X;43;;;A otras entidades del Sector Público Administrativo Estatal con presupuesto limitativo;258215230
2021;14001;000X;437/14001;;;Al Centro Nacional de Inteligencia;258215230
2021;14001;000X;7;;;TRANSFERENCIAS DE CAPITAL;41218540
2021;14001;000X;73;;;A otras entidades del Sector Público Administrativo Estatal con presupuesto limitativo;41218540
2021;14001;000X;737/14001;;;Al Centro Nacional de Inteligencia;41218540
2021;14003;000X;4;;;TRANSFERENCIAS CORRIENTES;38065390
2021;14003;000X;41;;;A Organismos Autónomos;38065390
2021;14003;000X;410/14003;;;A organismos autónomos del Departamento;38065390
2021;14003;000X;410/14003;;03;Al Instituto Nacional de Técnica Aeroespacial Esteban Terradas;36065390
2021;14003;000X;410/14003;;05;Al Instituto Nacional de Técnica Aeroespacial Esteban Terradas. Proyecto Galileo-GSMC;2000000
2021;14003;000X;7;;;TRANSFERENCIAS DE CAPITAL;24046680
2021;14003;000X;71;;;A Organismos Autónomos;24046680
2021;14003;000X;710/14003;;;A organismos autónomos del Departamento;24046680
2021;14003;000X;710/14003;;03;"Al Instituto Nacional de Técnica Aeroespacial ""Esteban Terradas""";19230270
2021;14003;000X;710/14003;;04;"Al Instituto Nacional de Técnica Aeroespacial ""Esteban Terradas"" para  financiar el proyecto Galileo";4816410
2021;14101;000X;4;;;TRANSFERENCIAS CORRIENTES;700000
2021;14101;000X;40;;;A la Administración del Estado;700000
2021;14101;000X;404/14101;;;Transferencias del INTA al EA;700000
2021;14107;000X;4;;;TRANSFERENCIAS CORRIENTES;301430
2021;14107;000X;40;;;A la Administración del Estado;301430
2021;14107;000X;402;;;Al Estado, para compensar gastos de gestión centralizada;301430
2021;14107;000X;7;;;TRANSFERENCIAS DE CAPITAL;500000
2021;14107;000X;70;;;A la Administración del Estado;500000
2021;14107;000X;700/14107;;;Para Modernización de las FAS;500000
2021;14113;000X;4;;;TRANSFERENCIAS CORRIENTES;740980
2021;14113;000X;40;;;A la Administración del Estado;740980
2021;14113;000X;402;;;Al Estado, para compensar gastos de gestión centralizada;740980
2021;15001;000X;4;;;TRANSFERENCIAS CORRIENTES;33045000
2021;15001;000X;41;;;A Organismos Autónomos;33045000
2021;15001;000X;411/15001;;;Al Parque Móvil del Estado;33045000
2021;15001;000X;7;;;TRANSFERENCIAS DE CAPITAL;1124000
2021;15001;000X;71;;;A Organismos Autónomos;1124000
2021;15001;000X;711/15001;;;Al Parque Móvil del Estado;1124000
2021;15005;000X;4;;;TRANSFERENCIAS CORRIENTES;1057610960
2021;15005;000X;41;;;A Organismos Autónomos;23678760
2021;15005;000X;410/15005;;;Al Instituto de Estudios Fiscales;23678760
2021;15005;000X;43;;;A otras entidades del Sector Público Administrativo Estatal con presupuesto limitativo;1033932200
2021;15005;000X;435/15005;;;A la Agencia Estatal de Administración Tributaria (A.E.A.T.);1033932200
2021;15005;000X;435/15005;;00;A la A.E.A.T. para gastos de funcionamiento;963230020
2021;15005;000X;435/15005;;02;A la A.E.A.T. por compensación de gastos de otros servicios;2931450
2021;15005;000X;435/15005;;03;A la A.E.A.T. por premio de cobranza de los recursos propios de la Unión Europea;67770730
2021;15005;000X;7;;;TRANSFERENCIAS DE CAPITAL;33570000
2021;15005;000X;71;;;A Organismos Autónomos;570000
2021;15005;000X;710/15005;;;Al Instituto de Estudios Fiscales;570000
2021;15005;000X;73;;;A otras entidades del Sector Público Administrativo Estatal con presupuesto limitativo;33000000
2021;15005;000X;735/15005;;;A la Agencia Estatal de Administración Tributaria (A.E.A.T.);33000000
2021;15005;000X;735/15005;;00;A la A.E.A.T. para gastos de inversiones;33000000
2021;15104;000X;4;;;TRANSFERENCIAS CORRIENTES;18542610
2021;15104;000X;40;;;A la Administración del Estado;18542610
2021;15104;000X;400/15104;;;A la Administración del Estado;17552490
2021;15104;000X;402;;;Al Estado, para compensar gastos de gestión centralizada;990120
2021;16001;000X;4;;;TRANSFERENCIAS CORRIENTES;107600
2021;16001;000X;43;;;A otras entidades del Sector Público Administrativo Estatal con presupuesto limitativo;107600
2021;16001;000X;435/16001;;;A la Agencia Estatal de Administración Tributaria, por los gastos comunes del edificio de la calle del Plomo en Madrid;107600
2021;16002;000X;4;;;TRANSFERENCIAS CORRIENTES;2011850
2021;16002;000X;41;;;A Organismos Autónomos;2011850
2021;16002;000X;410/16002;;;A la Gerencia de Infraestructuras y Equipamiento de la Seguridad del Estado;2011850
2021;16101;000X;4;;;TRANSFERENCIAS CORRIENTES;111268170
2021;16101;000X;40;;;A la Administración del Estado;111268170
2021;16101;000X;400/16101;;;Al Estado, para generar crédito en el Ministerio del Interior, según la DIsposición adicional segunda de la Ley Orgánica 6/2011;1270000
2021;16101;000X;401/16101;;;Al Estado;91218840
2021;16101;000X;402;;;Al Estado, para compensar gastos de gestión centralizada;18766800
2021;16101;000X;403/16101;;;Contribución al mantenimiento anual de la aplicación NEDAES;12530
2021;17010;000X;7;;;TRANSFERENCIAS DE CAPITAL;900000
2021;17010;000X;73;;;A otras entidades del Sector Público Administrativo Estatal con presupuesto limitativo;900000
2021;17010;000X;730/17010;;;Consejo Superior de Investigaciones Científicas;900000
2021;17010;000X;730/17010;;00;CSIC para el estudio base herramientas Código Técnico de la Edificación (Instituto de Ciencias de la Construcción Eduardo Torroja);900000
2021;17018;000X;4;;;TRANSFERENCIAS CORRIENTES;2040210
2021;17018;000X;41;;;A Organismos Autónomos;2040210
2021;17018;000X;412/17018;;;Centro Nacional de Información Geográfica (CNIG);2040210
2021;17018;000X;7;;;TRANSFERENCIAS DE CAPITAL;2520000
2021;17018;000X;71;;;A Organismos Autónomos;2520000
2021;17018;000X;712/17018;;;Centro Nacional de Información Geográfica (CNIG);2520000
2021;17020;000X;4;;;TRANSFERENCIAS CORRIENTES;20370040
2021;17020;000X;41;;;A Organismos Autónomos;13300000
2021;17020;000X;410/17020;;;Centro de Estudios y Experimentación de Obras Públicas (CEDEX);13300000
2021;17020;000X;43;;;A otras entidades del Sector Público Administrativo Estatal con presupuesto limitativo;7070040
