EJERCICIO;CENTRO GESTOR;FUNCIONAL;ECONOMICA;FINANCIACION;ITEM;DESCRIPCION;IMPORTE
2018;07001;000X;4;;;TRANSFERENCIAS CORRIENTES;249750
2018;07001;000X;42;;;A la Seguridad Social;249750
2018;07001;000X;420/07001;;;Aportación del Estado al Presupuesto de la Seguridad Social para dar cumplimiento a lo dispuesto en la disposición adicional tercera del Real Decreto Legislativo 8/2015, de 30 de octubre (Pensiones extraordinarias del personal de las Fuerzas Armadas y Fuerzas y Cuerpos de Seguridad del Estado);249750
2018;09001;000X;4;;;TRANSFERENCIAS CORRIENTES;103533670
2018;09001;000X;41;;;A Organismos Autónomos;103533670
2018;09001;000X;411/09001;;;"Aportación del Estado  a la Mutualidad General  de Funcionarios Civiles del Estado,  al Instituto Social de las Fuerzas Armadas y a la Mutualidad General Judicial, al amparo de las siguientes Disposiciones: artículo 30.3 del Real Decreto Legislativo 1/2000,  de 9 de junio;  artículo 24 y Disposición Adicional 3ª.3 del Real Decreto Legislativo 3/2000, de 23 de junio y  artículo 35.3 del Real Decreto Legislativo  4/2000, de 23 de junio, incluidas obligaciones de ejercicios anteriores";103533670
2018;12003;000X;4;;;TRANSFERENCIAS CORRIENTES;272543760
2018;12003;000X;43;;;A otras entidades del Sector Público Administrativo Estatal con presupuesto limitativo;272543760
2018;12003;000X;430/12003;;;A la Agencia Española de Cooperación Internacional para el Desarrollo, para atender los gastos derivados de proyectos de Ayuda Oficial al Desarrollo, incluidos los propuestos o a ejecutar por Organizaciones No Gubernamentales, con destino a países en vías de desarrrollo.;185215230
2018;12003;000X;431/12003;;;A la Agencia Española de Cooperación Internacional para el Desarrollo, para actividades de interés general consideradas de interés social reguladas por el artículo 2 del Real Decreto-ley 7/2013, de 28 de junio;24955970
2018;12003;000X;437/12003;;;Al Instituto Cervantes;62372560
2018;12003;000X;7;;;TRANSFERENCIAS DE CAPITAL;14964220
2018;12003;000X;73;;;A otras entidades del Sector Público Administrativo Estatal con presupuesto limitativo;14964220
2018;12003;000X;730/12003;;;A la Agencia Española de Cooperación Internacional para el Desarrollo, para atender los gastos derivados de proyectos de Ayuda Oficial al Desarrollo, incluidos los propuestos o a ejecutar por Organizaciones No Gubernamnetales, con destino a países en vías desarrollo.;11070250
2018;12003;000X;737/12003;;;Al Instituto Cervantes;3893970
2018;13002;000X;4;;;TRANSFERENCIAS CORRIENTES;6601010
2018;13002;000X;41;;;A Organismos Autónomos;6601010
2018;13002;000X;411/13002;;;Al Centro de Estudios Jurídicos de la Administración de Justicia;6601010
2018;13002;000X;7;;;TRANSFERENCIAS DE CAPITAL;512300
2018;13002;000X;71;;;A Organismos Autónomos;512300
2018;13002;000X;711/13002;;;Al Centro de Estudios Jurídicos de la Administración de Justicia;512300
2018;13301;000X;4;;;TRANSFERENCIAS CORRIENTES;267940
2018;13301;000X;40;;;A la Administración del Estado;267940
2018;13301;000X;402;;;Al Estado, para compensar gastos de gestión centralizada;267940
2018;14003;000X;4;;;TRANSFERENCIAS CORRIENTES;68716610
2018;14003;000X;41;;;A Organismos Autónomos;68716610
2018;14003;000X;410/14003;;;A organismos autónomos del Departamento;68716610
2018;14003;000X;410/14003;;03;Al Instituto Nacional de Técnica Aeroespacial Esteban Terradas;47356610
2018;14003;000X;410/14003;;04;Al Instituto de Vivienda, Infraestructura y Equipamiento de la Defensa;20650000
2018;14003;000X;410/14003;;05;Al Instituto Nacional de Técnica Aeroespacial Esteban Terradas. Proyecto Galileo-GSMC;710000
2018;14003;000X;7;;;TRANSFERENCIAS DE CAPITAL;25563280
2018;14003;000X;71;;;A Organismos Autónomos;25563280
2018;14003;000X;710/14003;;;A organismos autónomos del Departamento;25563280
2018;14003;000X;710/14003;;03;"Al Instituto Nacional de Técnica Aeroespacial ""Esteban Terradas""";20030270
2018;14003;000X;710/14003;;04;"Al Instituto Nacional de Técnica Aeroespacial ""Esteban Terradas"" para  financiar el proyecto Galileo";4816410
2018;14003;000X;710/14003;;05;"Al Instituto Nacional de Técnica Aeroespacial ""Esteban Terradas"". Proyecto Galileo-GSMC";216600
2018;14003;000X;710/14003;;06;"Al Instituto Nacional de Técnica Aeroespacial ""Esteban Terradas"". Para el CEUS";500000
2018;14107;000X;4;;;TRANSFERENCIAS CORRIENTES;18070
2018;14107;000X;40;;;A la Administración del Estado;18070
2018;14107;000X;402;;;Al Estado, para compensar gastos de gestión centralizada;18070
2018;15001;000X;4;;;TRANSFERENCIAS CORRIENTES;34603780
2018;15001;000X;41;;;A Organismos Autónomos;33043780
2018;15001;000X;411/15001;;;Al Parque Móvil del Estado;33043780
2018;15001;000X;43;;;A otras entidades del Sector Público Administrativo Estatal con presupuesto limitativo;1560000
