EJERCICIO;CENTRO GESTOR;FUNCIONAL;ECONOMICA;FINANCIACION;ITEM;DESCRIPCION;IMPORTE
2022;07001;000X;4;;;TRANSFERENCIAS CORRIENTES;249750
2022;07001;000X;42;;;A la Seguridad Social;249750
2022;07001;000X;420/07001;;;Aportación del Estado al Presupuesto de la Seguridad Social para dar cumplimiento a lo dispuesto en la disposición adicional tercera del Real Decreto Legislativo 8/2015, de 30 de octubre (Pensiones extraordinarias del personal de las Fuerzas Armadas y Fuerzas y Cuerpos de Seguridad del Estado);249750
2022;09001;000X;4;;;TRANSFERENCIAS CORRIENTES;97870950
2022;09001;000X;41;;;A Organismos Autónomos;97870950
2022;09001;000X;411/09001;;;"Aportación del Estado  a la Mutualidad General  de Funcionarios Civiles del Estado,  al Instituto Social de las Fuerzas Armadas y a la Mutualidad General Judicial, al amparo de las siguientes Disposiciones: artículo 30.3 del Real Decreto Legislativo 1/2000,  de 9 de junio;  artículo 24 y Disposición Adicional 3ª.3 del Real Decreto Legislativo 3/2000, de 23 de junio y  artículo 35.3 del Real Decreto Legislativo  4/2000, de 23 de junio, incluidas obligaciones de ejercicios anteriores";97870950
2022;12003;000X;4;;;TRANSFERENCIAS CORRIENTES;367306050
2022;12003;000X;43;;;A otras entidades del Sector Público Administrativo Estatal con presupuesto limitativo;367306050
2022;12003;000X;430/12003;;;A la Agencia Española de Cooperación Internacional para el Desarrollo, para atender los gastos derivados de proyectos de Ayuda Oficial al Desarrollo, incluidos los propuestos o a ejecutar por Organizaciones No Gubernamentales, con destino a países en vías de desarrrollo.;285749060
2022;12003;000X;431/12003;;;A la Agencia Española de Cooperación Internacional para el Desarrollo, para actividades de interés general consideradas de interés social reguladas por el artículo 2 del Real Decreto-ley 7/2013, de 28 de junio;74955970
2022;12003;000X;432/12003;;;A la Agencia Española de Cooperación Internacional para el Desarrollo, para actividades de interés general consideradas de interés social procedentes del Impuesto sobre Sociedades;6601020
2022;12003;000X;7;;;TRANSFERENCIAS DE CAPITAL;11070250
2022;12003;000X;73;;;A otras entidades del Sector Público Administrativo Estatal con presupuesto limitativo;11070250
2022;12003;000X;730/12003;;;A la Agencia Española de Cooperación Internacional para el Desarrollo, para atender los gastos derivados de proyectos de Ayuda Oficial al Desarrollo, incluidos los propuestos o a ejecutar por Organizaciones No Gubernamentales, con destino a países en vías desarrollo.;11070250
2022;12005;000X;4;;;TRANSFERENCIAS CORRIENTES;69573130
2022;12005;000X;43;;;A otras entidades del Sector Público Administrativo Estatal con presupuesto limitativo;69573130
2022;12005;000X;437/12005;;;Al Instituto Cervantes;69573130
2022;12005;000X;7;;;TRANSFERENCIAS DE CAPITAL;6847970
2022;12005;000X;73;;;A otras entidades del Sector Público Administrativo Estatal con presupuesto limitativo;6847970
2022;12005;000X;737/12005;;;Al Instituto Cervantes;6847970
2022;12050;000X;7;;;TRANSFERENCIAS DE CAPITAL;27125000
2022;12050;000X;73;;;A otras entidades del Sector Público Administrativo Estatal con presupuesto limitativo;27125000
2022;12050;000X;730/12050;;;A la Agencia Española de Cooperación Internacional para el Desarrollo. Mecanismo de Recuperación y Resiliencia;750000
2022;12050;000X;737/12050;;;Al Instituto Cervantes. Mecanismo de Recuperación y Resiliencia;26375000
2022;13002;000X;4;;;TRANSFERENCIAS CORRIENTES;11094800
2022;13002;000X;41;;;A Organismos Autónomos;11094800
2022;13002;000X;411/13002;;;Al Centro de Estudios Jurídicos de la Administración de Justicia;11094800
2022;13002;000X;7;;;TRANSFERENCIAS DE CAPITAL;777000
2022;13002;000X;71;;;A Organismos Autónomos;777000
2022;13002;000X;711/13002;;;Al Centro de Estudios Jurídicos de la Administración de Justicia;777000
2022;13050;000X;4;;;TRANSFERENCIAS CORRIENTES;300000
2022;13050;000X;41;;;A Organismos Autónomos;300000
2022;13050;000X;411/13050;;;Al Centro de Estudios Jurídicos de la Administración de Justicia. Mecanismo de Recuperación y Resiliencia;300000
2022;13050;000X;7;;;TRANSFERENCIAS DE CAPITAL;1300000
2022;13050;000X;71;;;A Organismos Autónomos;1300000
2022;13050;000X;711/13050;;;Al Centro de Estudios Jurídicos de la Administración de Justicia. Mecanismo de Recuperación y Resiliencia;1300000
2022;13301;000X;4;;;TRANSFERENCIAS CORRIENTES;329990
2022;13301;000X;40;;;A la Administración del Estado;329990
2022;13301;000X;402;;;Al Estado, para compensar gastos de gestión centralizada;329990
2022;14003;000X;4;;;TRANSFERENCIAS CORRIENTES;303926850
2022;14003;000X;41;;;A Organismos Autónomos;39607750
2022;14003;000X;410/14003;;;A organismos autónomos del Departamento;39607750
2022;14003;000X;410/14003;;03;Al Instituto Nacional de Técnica Aeroespacial Esteban Terradas;37607750
2022;14003;000X;410/14003;;05;Al Instituto Nacional de Técnica Aeroespacial Esteban Terradas. Proyecto Galileo-GSMC;2000000
2022;14003;000X;43;;;A otras entidades del Sector Público Administrativo Estatal con presupuesto limitativo;264319100
2022;14003;000X;437/14003;;;Al Centro Nacional de Inteligencia;264319100
2022;14003;000X;7;;;TRANSFERENCIAS DE CAPITAL;68565220
2022;14003;000X;71;;;A Organismos Autónomos;24346680
2022;14003;000X;710/14003;;;A organismos autónomos del Departamento;24346680
2022;14003;000X;710/14003;;03;"Al Instituto Nacional de Técnica Aeroespacial ""Esteban Terradas""";19530270
2022;14003;000X;710/14003;;04;"Al Instituto Nacional de Técnica Aeroespacial ""Esteban Terradas"" para  financiar el proyecto Galileo";4816410
2022;14003;000X;73;;;A otras entidades del Sector Público Administrativo Estatal con presupuesto limitativo;44218540
2022;14003;000X;737/14003;;;Al Centro Nacional de Inteligencia;44218540
2022;14050;000X;7;;;TRANSFERENCIAS DE CAPITAL;10000000
2022;14050;000X;73;;;A otras entidades del Sector Público Administrativo Estatal con presupuesto limitativo;10000000
2022;14050;000X;737/14050;;;Al Centro Nacional de Inteligencia;10000000
2022;14101;000X;4;;;TRANSFERENCIAS CORRIENTES;700000
2022;14101;000X;40;;;A la Administración del Estado;700000
2022;14101;000X;404/14101;;;Transferencias del INTA al EA;700000
2022;14101;000X;9;;;PASIVOS FINANCIEROS;250000
2022;14101;000X;91;;;Amortización de préstamos en euros;250000
2022;14101;000X;910;;;Amortización de préstamos a corto plazo de entes del Sector Público;109000
2022;14101;000X;910;;00;A la Administración del Estado;109000
2022;14101;000X;911;;;Amortización de préstamos a largo plazo de entes del Sector Público;141000
2022;14101;000X;911;;00;A la Administración del Estado;11000
2022;14101;000X;911;;03;A otras entidades del Sector Público Administrativo Estatal con presupuesto limitativo;130000
2022;14107;000X;4;;;TRANSFERENCIAS CORRIENTES;388250
2022;14107;000X;40;;;A la Administración del Estado;388250
2022;14107;000X;402;;;Al Estado, para compensar gastos de gestión centralizada;388250
