EJERCICIO;CENTRO GESTOR;FUNCIONAL;ECONOMICA;FINANCIACION;ITEM;DESCRIPCION;IMPORTE
2019;07001;000X;4;;;TRANSFERENCIAS CORRIENTES;249750
2019;07001;000X;42;;;A la Seguridad Social;249750
2019;07001;000X;420/07001;;;Aportación del Estado al Presupuesto de la Seguridad Social para dar cumplimiento a lo dispuesto en la disposición adicional tercera del Real Decreto Legislativo 8/2015, de 30 de octubre (Pensiones extraordinarias del personal de las Fuerzas Armadas y Fuerzas y Cuerpos de Seguridad del Estado);249750
2019;09001;000X;4;;;TRANSFERENCIAS CORRIENTES;103533670
2019;09001;000X;41;;;A Organismos Autónomos;103533670
2019;09001;000X;411/09001;;;"Aportación del Estado  a la Mutualidad General  de Funcionarios Civiles del Estado,  al Instituto Social de las Fuerzas Armadas y a la Mutualidad General Judicial, al amparo de las siguientes Disposiciones: artículo 30.3 del Real Decreto Legislativo 1/2000,  de 9 de junio;  artículo 24 y Disposición Adicional 3ª.3 del Real Decreto Legislativo 3/2000, de 23 de junio y  artículo 35.3 del Real Decreto Legislativo  4/2000, de 23 de junio, incluidas obligaciones de ejercicios anteriores";103533670
2019;12003;000X;4;;;TRANSFERENCIAS CORRIENTES;322963010
2019;12003;000X;43;;;A otras entidades del Sector Público Administrativo Estatal con presupuesto limitativo;322963010
2019;12003;000X;430/12003;;;A la Agencia Española de Cooperación Internacional para el Desarrollo, para atender los gastos derivados de proyectos de Ayuda Oficial al Desarrollo, incluidos los propuestos o a ejecutar por Organizaciones No Gubernamentales, con destino a países en vías de desarrrollo.;233306610
2019;12003;000X;431/12003;;;A la Agencia Española de Cooperación Internacional para el Desarrollo, para actividades de interés general consideradas de interés social reguladas por el artículo 2 del Real Decreto-ley 7/2013, de 28 de junio;24955970
2019;12003;000X;437/12003;;;Al Instituto Cervantes;64700430
2019;12003;000X;7;;;TRANSFERENCIAS DE CAPITAL;15958250
2019;12003;000X;73;;;A otras entidades del Sector Público Administrativo Estatal con presupuesto limitativo;15958250
2019;12003;000X;730/12003;;;A la Agencia Española de Cooperación Internacional para el Desarrollo, para atender los gastos derivados de proyectos de Ayuda Oficial al Desarrollo, incluidos los propuestos o a ejecutar por Organizaciones No Gubernamnetales, con destino a países en vías desarrollo.;11070250
2019;12003;000X;737/12003;;;Al Instituto Cervantes;4888000
2019;13002;000X;4;;;TRANSFERENCIAS CORRIENTES;8536200
2019;13002;000X;41;;;A Organismos Autónomos;8536200
2019;13002;000X;411/13002;;;Al Centro de Estudios Jurídicos de la Administración de Justicia;8536200
2019;13002;000X;7;;;TRANSFERENCIAS DE CAPITAL;512300
2019;13002;000X;71;;;A Organismos Autónomos;512300
2019;13002;000X;711/13002;;;Al Centro de Estudios Jurídicos de la Administración de Justicia;512300
2019;13301;000X;4;;;TRANSFERENCIAS CORRIENTES;267940
2019;13301;000X;40;;;A la Administración del Estado;267940
2019;13301;000X;402;;;Al Estado, para compensar gastos de gestión centralizada;267940
2019;14001;000X;4;;;TRANSFERENCIAS CORRIENTES;253824690
2019;14001;000X;43;;;A otras entidades del Sector Público Administrativo Estatal con presupuesto limitativo;253824690
2019;14001;000X;437/14001;;;Al Centro Nacional de Inteligencia;253824690
2019;14001;000X;7;;;TRANSFERENCIAS DE CAPITAL;41218540
2019;14001;000X;73;;;A otras entidades del Sector Público Administrativo Estatal con presupuesto limitativo;41218540
2019;14001;000X;737/14001;;;Al Centro Nacional de Inteligencia;41218540
2019;14003;000X;4;;;TRANSFERENCIAS CORRIENTES;51094050
2019;14003;000X;41;;;A Organismos Autónomos;51094050
2019;14003;000X;410/14003;;;A organismos autónomos del Departamento;51094050
2019;14003;000X;410/14003;;03;Al Instituto Nacional de Técnica Aeroespacial Esteban Terradas;49094050
2019;14003;000X;410/14003;;05;Al Instituto Nacional de Técnica Aeroespacial Esteban Terradas. Proyecto Galileo-GSMC;2000000
2019;14003;000X;7;;;TRANSFERENCIAS DE CAPITAL;25204680
2019;14003;000X;71;;;A Organismos Autónomos;25204680
2019;14003;000X;710/14003;;;A organismos autónomos del Departamento;25204680
2019;14003;000X;710/14003;;03;"Al Instituto Nacional de Técnica Aeroespacial ""Esteban Terradas""";20030270
2019;14003;000X;710/14003;;04;"Al Instituto Nacional de Técnica Aeroespacial ""Esteban Terradas"" para  financiar el proyecto Galileo";4816410
2019;14003;000X;710/14003;;05;"Al Instituto Nacional de Técnica Aeroespacial ""Esteban Terradas"". Proyecto Galileo-GSMC";358000
2019;14107;000X;4;;;TRANSFERENCIAS CORRIENTES;46370
2019;14107;000X;40;;;A la Administración del Estado;46370
2019;14107;000X;402;;;Al Estado, para compensar gastos de gestión centralizada;46370
2019;14107;000X;7;;;TRANSFERENCIAS DE CAPITAL;500000
2019;14107;000X;70;;;A la Administración del Estado;500000
2019;14107;000X;700/14107;;;Para Modernización de las FAS;500000
2019;14113;000X;4;;;TRANSFERENCIAS CORRIENTES;72510
2019;14113;000X;40;;;A la Administración del Estado;72510
2019;14113;000X;402;;;Al Estado, para compensar gastos de gestión centralizada;72510
2019;15001;000X;4;;;TRANSFERENCIAS CORRIENTES;35358500
2019;15001;000X;41;;;A Organismos Autónomos;35358500
2019;15001;000X;411/15001;;;Al Parque Móvil del Estado;35358500
2019;15001;000X;7;;;TRANSFERENCIAS DE CAPITAL;582080
2019;15001;000X;71;;;A Organismos Autónomos;582080
2019;15001;000X;711/15001;;;Al Parque Móvil del Estado;582080
2019;15005;000X;4;;;TRANSFERENCIAS CORRIENTES;1033562660
2019;15005;000X;41;;;A Organismos Autónomos;16022320
2019;15005;000X;410/15005;;;Al Instituto de Estudios Fiscales;16022320
2019;15005;000X;43;;;A otras entidades del Sector Público Administrativo Estatal con presupuesto limitativo;1017540340
2019;15005;000X;435/15005;;;A la Agencia Estatal de Administración Tributaria (A.E.A.T.);1017540340
2019;15005;000X;435/15005;;00;A la A.E.A.T. para gastos de funcionamiento;946838160
2019;15005;000X;435/15005;;02;A la A.E.A.T. por compensación de gastos de otros servicios;2931450
2019;15005;000X;435/15005;;03;A la A.E.A.T. por premio de cobranza de los recursos propios de la Unión Europea;67770730
2019;15005;000X;7;;;TRANSFERENCIAS DE CAPITAL;33696500
2019;15005;000X;71;;;A Organismos Autónomos;696500
