EJERCICIO;CENTRO GESTOR;FUNCIONAL;ECONOMICA;FINANCIACION;ITEM;DESCRIPCION;IMPORTE
2013;12003;000X;4;;;TRANSFERENCIAS CORRIENTES;208819460
2013;12003;000X;43;;;A agencias estatales y otros organismos públicos;208819460
2013;12003;000X;430;;;A la Agencia Española de Cooperación Internacional para el Desarrollo, para atender los gastos derivados de proyectos de Ayuda Oficial al Desarrollo, incluidos los propuestos o a ejecutar por Organizaciones No Gubernamentales, con destino a países en vías de desarrrollo.;134478180
2013;12003;000X;431;;;A la Agencia Española de Cooperación Internacional para el Desarrollo, para los fines sociales que se realicen en el campo de la cooperación internacional (art. 2 del Real Decreto 825/1988, de 15 de julio). Porcentaje IRPF.;26330970
2013;12003;000X;437;;;Al Instituto Cervantes;48010310
2013;12003;000X;7;;;TRANSFERENCIAS DE CAPITAL;13445250
2013;12003;000X;73;;;A agencias estatales y otros organismos públicos;13445250
2013;12003;000X;730;;;A la Agencia Española de Cooperación Internacional para el Desarrollo, para atender los gastos derivados de proyectos de Ayuda Oficial al Desarrollo, incluidos los propuestos o a ejecutar por Organizaciones No Gubernamnetales, con destino a países en vías desarrollo.;11070250
2013;12003;000X;737;;;Al Instituto Cervantes;2375000
2013;13002;000X;4;;;TRANSFERENCIAS CORRIENTES;7118030
2013;13002;000X;41;;;A organismos autónomos;7118030
2013;13002;000X;411;;;Al Centro de Estudios Jurídicos de la Administración de Justicia;7118030
2013;13002;000X;7;;;TRANSFERENCIAS DE CAPITAL;468120
2013;13002;000X;71;;;A organismos autónomos;468120
2013;13002;000X;711;;;Al Centro de Estudios Jurídicos de la Administración de Justicia;468120
2013;14001;000X;4;;;TRANSFERENCIAS CORRIENTES;11095790
2013;14001;000X;41;;;A organismos autónomos;11095790
2013;14001;000X;410;;;A organismos autónomos del Departamento;11095790
2013;14001;000X;410;;01;A Cría Caballar de las Fuerzas Armadas;11095790
2013;14001;000X;7;;;TRANSFERENCIAS DE CAPITAL;723170
2013;14001;000X;71;;;A organismos autónomos;723170
2013;14001;000X;710;;;A organismos autónomos del Departamento;723170
2013;14001;000X;710;;01;A Cría Caballar de las Fuerzas Armadas;723170
2013;14003;000X;4;;;TRANSFERENCIAS CORRIENTES;70664420
2013;14003;000X;41;;;A organismos autónomos;70664420
2013;14003;000X;410;;;A organismos autónomos del Departamento;70664420
2013;14003;000X;410;;02;Al Canal de Experiencias Hidrodinámicas de El Pardo;2572460
2013;14003;000X;410;;03;Al Instituto Nacional de Técnica Aeroespacial Esteban Terradas;24891960
2013;14003;000X;410;;04;Al Instituto de Vivienda, Infraestructura y Equipamiento de la Defensa;43200000
2013;14003;000X;7;;;TRANSFERENCIAS DE CAPITAL;21782410
2013;14003;000X;71;;;A organismos autónomos;21782410
2013;14003;000X;710;;;A organismos autónomos del Departamento;21782410
2013;14003;000X;710;;02;Al Canal de Experiencias Hidrodinámicas de El Pardo;569070
2013;14003;000X;710;;03;"Al Instituto Nacional de Técnica Aeroespacial ""Esteban Terradas""";21213340
2013;15005;000X;4;;;TRANSFERENCIAS CORRIENTES;880626560
2013;15005;000X;41;;;A organismos autónomos;11494130
2013;15005;000X;410;;;Al Instituto de Estudios Fiscales;11494130
2013;15005;000X;43;;;A agencias estatales y otros organismos públicos;869132430
2013;15005;000X;435;;;A la Agencia Estatal de Administración Tributaria (A.E.A.T.);869132430
2013;15005;000X;435;;00;A la A.E.A.T. para gastos de funcionamiento;798430250
2013;15005;000X;435;;02;A la A.E.A.T. por compensación de gastos de otros servicios;2931450
2013;15005;000X;435;;03;A la A.E.A.T. por premio de cobranza de los recursos propios de la CEE;67770730
2013;15005;000X;7;;;TRANSFERENCIAS DE CAPITAL;24671120
2013;15005;000X;71;;;A organismos autónomos;834080
2013;15005;000X;710;;;Al Instituto de Estudios Fiscales;834080
2013;15005;000X;73;;;A agencias estatales y otros organismos públicos;23837040
2013;15005;000X;735;;;A la Agencia Estatal de Administración Tributaria (A.E.A.T.);23837040
2013;15005;000X;735;;00;A la A.E.A.T. para gastos de inversiones;23837040
2013;15026;000X;4;;;TRANSFERENCIAS CORRIENTES;14248210
2013;15026;000X;41;;;A organismos autónomos;10529200
2013;15026;000X;418;;;Al Instituto Nacional de Administración Pública (INAP);10529200
2013;15026;000X;43;;;A agencias estatales y otros organismos públicos;3719010
2013;15026;000X;430;;;A la Agencia Estatal de Evaluación de las Políticas Públicas y la Calidad de los Servicios (AEVAL);3719010
2013;15026;000X;7;;;TRANSFERENCIAS DE CAPITAL;466830
2013;15026;000X;71;;;A organismos autónomos;314120
2013;15026;000X;718;;;Al Instituto Nacional de Administración Pública (INAP);314120
2013;15026;000X;73;;;A agencias estatales y otros organismos públicos;152710
2013;15026;000X;730;;;A la Agencia Estatal de Evaluación de las Políticas Públicas y la Calidad de los Servicios (AEVAL);152710
2013;15104;000X;4;;;TRANSFERENCIAS CORRIENTES;15243570
2013;15104;000X;40;;;A la Administración del Estado;15243570
2013;15104;000X;400;;;A la Administración del Estado;15243570
2013;16001;000X;4;;;TRANSFERENCIAS CORRIENTES;107600
2013;16001;000X;43;;;A agencias estatales y otros organismos públicos;107600
