EJERCICIO;CENTRO GESTOR;FUNCIONAL;ECONOMICA;FINANCIACION;ITEM;DESCRIPCION;IMPORTE
2015;12003;000X;4;;;TRANSFERENCIAS CORRIENTES;245627580
2015;12003;000X;43;;;A agencias estatales y otros organismos públicos;245627580
2015;12003;000X;430/12003;;;A la Agencia Española de Cooperación Internacional para el Desarrollo, para atender los gastos derivados de proyectos de Ayuda Oficial al Desarrollo, incluidos los propuestos o a ejecutar por Organizaciones No Gubernamentales, con destino a países en vías de desarrrollo.;169566750
2015;12003;000X;431/12003;;;A la Agencia Española de Cooperación Internacional para el Desarrollo, para actividades de interés general consideradas de interés social reguladas por el artículo 2 del Real Decreto Ley 7/2013, de 28 de junio;24955970
2015;12003;000X;437/12003;;;Al Instituto Cervantes;51104860
2015;12003;000X;7;;;TRANSFERENCIAS DE CAPITAL;14200250
2015;12003;000X;73;;;A agencias estatales y otros organismos públicos;14200250
2015;12003;000X;730/12003;;;A la Agencia Española de Cooperación Internacional para el Desarrollo, para atender los gastos derivados de proyectos de Ayuda Oficial al Desarrollo, incluidos los propuestos o a ejecutar por Organizaciones No Gubernamnetales, con destino a países en vías desarrollo.;11070250
2015;12003;000X;737/12003;;;Al Instituto Cervantes;3130000
2015;13002;000X;4;;;TRANSFERENCIAS CORRIENTES;7261530
2015;13002;000X;41;;;A organismos autónomos;7261530
2015;13002;000X;411/13002;;;Al Centro de Estudios Jurídicos de la Administración de Justicia;7261530
2015;13002;000X;7;;;TRANSFERENCIAS DE CAPITAL;430670
2015;13002;000X;71;;;A organismos autónomos;430670
2015;13002;000X;711/13002;;;Al Centro de Estudios Jurídicos de la Administración de Justicia;430670
2015;14003;000X;4;;;TRANSFERENCIAS CORRIENTES;93524580
2015;14003;000X;41;;;A organismos autónomos;93524580
2015;14003;000X;410/14003;;;A organismos autónomos del Departamento;93524580
2015;14003;000X;410/14003;;03;Al Instituto Nacional de Técnica Aeroespacial Esteban Terradas;50124580
2015;14003;000X;410/14003;;04;Al Instituto de Vivienda, Infraestructura y Equipamiento de la Defensa;43400000
2015;14003;000X;7;;;TRANSFERENCIAS DE CAPITAL;24619130
2015;14003;000X;71;;;A organismos autónomos;24619130
2015;14003;000X;710/14003;;;A organismos autónomos del Departamento;24619130
2015;14003;000X;710/14003;;03;"Al Instituto Nacional de Técnica Aeroespacial ""Esteban Terradas""";20030270
2015;14003;000X;710/14003;;04;"Al Instituto Nacional de Técnica Aeroespacial ""Esteban Terradas"" para  financiar el proyecto Galileo";4588860
2015;15005;000X;4;;;TRANSFERENCIAS CORRIENTES;915366190
2015;15005;000X;41;;;A organismos autónomos;11289770
2015;15005;000X;410/15005;;;Al Instituto de Estudios Fiscales;11289770
2015;15005;000X;43;;;A agencias estatales y otros organismos públicos;904076420
2015;15005;000X;435/15005;;;A la Agencia Estatal de Administración Tributaria (A.E.A.T.);904076420
2015;15005;000X;435/15005;;00;A la A.E.A.T. para gastos de funcionamiento;833374240
2015;15005;000X;435/15005;;02;A la A.E.A.T. por compensación de gastos de otros servicios;2931450
2015;15005;000X;435/15005;;03;A la A.E.A.T. por premio de cobranza de los recursos propios de la Unión Europea;67770730
2015;15005;000X;7;;;TRANSFERENCIAS DE CAPITAL;32170670
2015;15005;000X;71;;;A organismos autónomos;834080
2015;15005;000X;710/15005;;;Al Instituto de Estudios Fiscales;834080
2015;15005;000X;73;;;A agencias estatales y otros organismos públicos;31336590
2015;15005;000X;735/15005;;;A la Agencia Estatal de Administración Tributaria (A.E.A.T.);31336590
2015;15005;000X;735/15005;;00;A la A.E.A.T. para gastos de inversiones;31336590
2015;15026;000X;4;;;TRANSFERENCIAS CORRIENTES;15220870
2015;15026;000X;41;;;A organismos autónomos;9843610
