EJERCICIO;CENTRO GESTOR;FUNCIONAL;ECONOMICA;FINANCIACION;ITEM;DESCRIPCION;IMPORTE
2009;12003;000X;4;;;TRANSFERENCIAS CORRIENTES;928650020
2009;12003;000X;43;;;A agencias estatales y otros organismos públicos;928650020
2009;12003;000X;430/12003;;;A la Agencia Española de Cooperación Internacional para el Desarrollo, para atender los gastos derivados de proyectos de Ayuda Oficial al Desarrollo, incluidos los propuestos o a ejecutar por Organizaciones No Gubernamentales, con destino a países en vías de desarrrollo.;821660000
2009;12003;000X;431;;;A la Agencia Española de Cooperación Internacional para el Desarrollo, para los fines sociales que se realicen en el campo de la cooperación internacional (art. 2 del Real Decreto 825/1988, de 15 de julio). Porcentaje IRPF.;25971970
2009;12003;000X;437;;;Al Instituto Cervantes;81018050
2009;12003;000X;7;;;TRANSFERENCIAS DE CAPITAL;84010420
2009;12003;000X;73;;;A agencias estatales y otros organismos públicos;84010420
2009;12003;000X;730;;;A la Agencia Española de Cooperación Internacional para el Desarrollo, para atender los gastos derivados de proyectos de Ayuda Oficial al Desarrollo, incluidos los propuestos o a ejecutar por Organizaciones No Gubernamnetales, con destino a países en vías desarrollo.;74740420
2009;12003;000X;737;;;Al Instituto Cervantes;9270000
2009;13002;000X;4;;;TRANSFERENCIAS CORRIENTES;17471130
2009;13002;000X;41;;;A organismos autónomos;17271130
2009;13002;000X;411;;;Al Centro de Estudios Jurídicos de la Administración de Justicia;17271130
2009;13002;000X;43;;;A agencias estatales y otros organismos públicos;200000
2009;13002;000X;437/13002;;;A la Agencia Española de Protección de Datos;200000
2009;13002;000X;7;;;TRANSFERENCIAS DE CAPITAL;494490
2009;13002;000X;71;;;A organismos autónomos;494490
2009;13002;000X;711;;;Al Centro de Estudios Jurídicos de la Administración de Justicia;494490
2009;14001;000X;4;;;TRANSFERENCIAS CORRIENTES;228364950
2009;14001;000X;41;;;A organismos autónomos;2115540
2009;14001;000X;410/14001;;;A organismos autónomos del Departamento;2115540
2009;14001;000X;410/14001;;01;Al Fondo de Explotación de los Servicios de Cría Caballar y Remonta;2115540
2009;14001;000X;43;;;A agencias estatales y otros organismos públicos;226249410
2009;14001;000X;437/14001;;;A Organismos Públicos;226249410
2009;14001;000X;437/14001;;01;Al Centro Nacional de Inteligencia;226249410
2009;14001;000X;7;;;TRANSFERENCIAS DE CAPITAL;29037890
2009;14001;000X;71;;;A organismos autónomos;2079620
2009;14001;000X;710;;;A organismos autónomos del Departamento;2016430
2009;14001;000X;710;;01;Al Fondo de Explotación de los Servicios de Cría Caballar y Remonta;2016430
2009;14001;000X;712;;;Al Centro Nacional de Información Geográfica (Proyecto SIOSE);63190
2009;14001;000X;73;;;A agencias estatales y otros organismos públicos;26958270
2009;14001;000X;737/14001;;;A Organismos Públicos;26958270
2009;14001;000X;737/14001;;01;Al Centro Nacional de Inteligencia;26958270
2009;14003;000X;4;;;TRANSFERENCIAS CORRIENTES;43405050
2009;14003;000X;41;;;A organismos autónomos;43405050
2009;14003;000X;410/14003;;;A organismos autónomos del Departamento;43405050
2009;14003;000X;410/14003;;02;Al Canal de Experiencias Hidrodinámicas de El Pardo;2989530
2009;14003;000X;410/14003;;03;Al Instituto Nacional de Técnica Aeroespacial Esteban Terradas;40415520
2009;14003;000X;7;;;TRANSFERENCIAS DE CAPITAL;46187480
2009;14003;000X;71;;;A organismos autónomos;46187480
2009;14003;000X;710;;;A organismos autónomos del Departamento;46187480
2009;14003;000X;710;;02;Al Canal de Experiencias Hidrodinámicas de El Pardo;1495190
2009;14003;000X;710;;03;"Al Instituto Nacional de Técnica Aeroespacial ""Esteban Terradas""";44692290
2009;14206;000X;4;;;TRANSFERENCIAS CORRIENTES;60100
2009;14206;000X;40;;;A la Administración del Estado;60100
2009;14206;000X;400;;;Al Estado, para generar crédito en el Ministerio de Defensa;60100
2009;15001;000X;4;;;TRANSFERENCIAS CORRIENTES;273090
2009;15001;000X;41;;;A organismos autónomos;273090
2009;15001;000X;413;;;Al Instituto de Contabilidad y Auditoría de Cuentas;273090
2009;15001;000X;7;;;TRANSFERENCIAS DE CAPITAL;63110
2009;15001;000X;71;;;A organismos autónomos;63110
2009;15001;000X;711/15001;;;Al Instituto de Contabilidad y Auditoría de Cuentas;63110
2009;15005;000X;4;;;TRANSFERENCIAS CORRIENTES;1148682760
2009;15005;000X;41;;;A organismos autónomos;21333050
2009;15005;000X;410/15005;;;Al Instituto de Estudios Fiscales;21333050
2009;15005;000X;43;;;A agencias estatales y otros organismos públicos;1127349710
2009;15005;000X;435;;;A la Agencia Estatal de Administración Tributaria (A.E.A.T.);1127349710
2009;15005;000X;435;;00;A la A.E.A.T. para gastos de funcionamiento;1056647530
2009;15005;000X;435;;02;A la A.E.A.T. por compensación de gastos de otros servicios;2931450
2009;15005;000X;435;;03;A la A.E.A.T. por premio de cobranza de los recursos propios de la CEE;67770730
2009;15005;000X;7;;;TRANSFERENCIAS DE CAPITAL;44556880
2009;15005;000X;71;;;A organismos autónomos;1095070
2009;15005;000X;710/15005;;;Al Instituto de Estudios Fiscales;1095070
2009;15005;000X;73;;;A agencias estatales y otros organismos públicos;43461810
2009;15005;000X;735;;;A la Agencia Estatal de Administración Tributaria (A.E.A.T.);43461810
2009;15005;000X;735;;00;A la A.E.A.T. para gastos de inversiones;43461810
2009;15008;000X;7;;;TRANSFERENCIAS DE CAPITAL;63190
2009;15008;000X;71;;;A organismos autónomos;63190
2009;15008;000X;712/15008;;;Al Centro Nacional de Información Geográfica     (Proyecto  SIOSE );63190
2009;15016;000X;4;;;TRANSFERENCIAS CORRIENTES;141266480
2009;15016;000X;41;;;A organismos autónomos;132420000
2009;15016;000X;415;;;Al Instituto Nacional de Estadística;132420000
2009;15016;000X;43;;;A agencias estatales y otros organismos públicos;8846480
2009;15016;000X;436;;;A la Comisión Nacional de la Competencia;8846480
2009;15016;000X;7;;;TRANSFERENCIAS DE CAPITAL;60685020
2009;15016;000X;71;;;A organismos autónomos;60250000
2009;15016;000X;714;;;Al Instituto Nacional de Estadística;60250000
2009;15016;000X;73;;;A agencias estatales y otros organismos públicos;435020
2009;15016;000X;736;;;A la Comisión Nacional de la Competencia;435020
2009;15021;000X;4;;;TRANSFERENCIAS CORRIENTES;3000000
2009;15021;000X;43;;;A agencias estatales y otros organismos públicos;3000000
2009;15021;000X;439;;;Al ICEX para compensación de los gastos derivados de la celebración de la 41 Asamblea Anual de Gobernadores del Banco Asiático de Desarrollo;3000000
2009;16001;000X;4;;;TRANSFERENCIAS CORRIENTES;65790
2009;16001;000X;43;;;A agencias estatales y otros organismos públicos;65790
2009;16001;000X;435/16001;;;A la Agencia Estatal de Administración Tributaria, por los gastos comunes del edificio de la calle del Plomo en Madrid;65790
2009;16002;000X;4;;;TRANSFERENCIAS CORRIENTES;1600000
2009;16002;000X;41;;;A organismos autónomos;1600000
2009;16002;000X;410/16002;;;A la Gerencia de Infraestructuras y Equipamiento de la Seguridad del Estado;1600000
2009;16005;000X;4;;;TRANSFERENCIAS CORRIENTES;20847750
2009;16005;000X;41;;;A organismos autónomos;20847750
2009;16005;000X;411/16005;;;A Trabajo Penitenciario y Formación para el Empleo;20847750
2009;16005;000X;7;;;TRANSFERENCIAS DE CAPITAL;4056840
2009;16005;000X;71;;;A organismos autónomos;4056840
2009;16005;000X;710/16005;;;A Trabajo Penitenciario y Formación para el Empleo;4056840
2009;16101;000X;4;;;TRANSFERENCIAS CORRIENTES;101398410
2009;16101;000X;40;;;A la Administración del Estado;101398410
2009;16101;000X;400/16101;;;Al Estado, para generar crédito en el Ministerio del Interior por acuerdo del Ministro de Economía y Hacienda;1270000
2009;16101;000X;401;;;Al Estado;100128410
2009;17001;000X;4;;;TRANSFERENCIAS CORRIENTES;13540
2009;17001;000X;41;;;A organismos autónomos;13540
2009;17001;000X;412;;;Al Parque de Maquinaria para compensar las actividades de desarrollo de la Junta Administradora de vehículos y maquinaria.;13540
2009;17018;000X;4;;;TRANSFERENCIAS CORRIENTES;1100000
2009;17018;000X;41;;;A organismos autónomos;1100000
2009;17018;000X;412/17018;;;Al Centro Nacional de Información Geográfica (CNIG);1100000
2009;17018;000X;7;;;TRANSFERENCIAS DE CAPITAL;3501200
2009;17018;000X;71;;;A organismos autónomos;3501200
2009;17018;000X;712/17018;;;Al Centro Nacional de Información Geográfica (CNIG).;3501200
2009;17019;000X;4;;;TRANSFERENCIAS CORRIENTES;16123390
2009;17019;000X;41;;;A organismos autónomos;16123390
2009;17019;000X;410/17019;;;Al Centro de Estudios y Experimentación de Obras Públicas. (C.E.D.E.X);16123390
2009;17019;000X;7;;;TRANSFERENCIAS DE CAPITAL;8380470
2009;17019;000X;71;;;A organismos autónomos;8380470
2009;17019;000X;710/17019;;;Al Centro de Estudios y Experimentación de Obras Públicas. (C.E.D.E.X);8380470
2009;17034;000X;4;;;TRANSFERENCIAS CORRIENTES;29818850
2009;17034;000X;43;;;A agencias estatales y otros organismos públicos;29818850
2009;17034;000X;430/17034;;;A la Agencia Estatal de Seguridad Aérea. ( AESA );29818850
2009;17034;000X;7;;;TRANSFERENCIAS DE CAPITAL;5350890
2009;17034;000X;73;;;A agencias estatales y otros organismos públicos;5350890
2009;17034;000X;730/17034;;;A la Agencia Estatal de Seguridad Aérea. ( AESA );5350890
2009;17039;000X;4;;;TRANSFERENCIAS CORRIENTES;126560
2009;17039;000X;41;;;A organismos autónomos;126560
2009;17039;000X;410/17039;;;A la Jefatura de Tráfico para cursos de formación de la Agrupación de Tráfico de la Guardia Civil.;126560
2009;18001;000X;4;;;TRANSFERENCIAS CORRIENTES;118353390
2009;18001;000X;41;;;A organismos autónomos;118353390
2009;18001;000X;410/18001;;;Al Consejo Superior de Deportes.;118353390
2009;18001;000X;7;;;TRANSFERENCIAS DE CAPITAL;50607630
2009;18001;000X;71;;;A organismos autónomos;50607630
2009;18001;000X;710/18001;;;Al Consejo Superior de Deportes.;50607630
